Top pages,Clicks,Impressions,CTR,Position
https://flexikitch.com.au/products/winterhalter-universal-liquid-glass-dishwashing-rinse-aid-b2s-5,3,1692,0.18%,33.26
https://flexikitch.com.au/collections/vegetable-cutters-catering-equipment-food-prep-machines,3,1682,0.18%,38.72
https://flexikitch.com.au/products/eswood-sw500-smartwash-warewasher-500x500mm-rack-w-drainpump,3,1553,0.19%,34.41
https://flexikitch.com.au/products/hamilton-beach-triple-milkshake-mixer,3,1421,0.21%,27.06
https://flexikitch.com.au/products/zanussi-hood-type-passthrough-dishwasher-with-drain-pump-and-detergent-dispenser,3,1311,0.23%,21.01
https://flexikitch.com.au/products/staff-ice-system-hse600w-smartgel-free-standing-gelato-machine-7lt-tank,3,1293,0.23%,17.37
https://flexikitch.com.au/products/victoria-arduino-black-eagle-2-group-volumetric-coffee-machine,3,1283,0.23%,30.88
https://flexikitch.com.au/products/vitamix-the-quite-one-on-counter,3,1128,0.27%,33.18
https://flexikitch.com.au/products/woodson-countertop-ductless-filter-hood-w-chd1000,3,1111,0.27%,12.08
https://flexikitch.com.au/products/bromic-under-bench-display-fridge-553l-led-4-door-glass-hinged-door-ubc2230gd,3,1087,0.28%,28.37
https://flexikitch.com.au/products/orchestrale-etnica-display-2-group-coffee-machine,3,1068,0.28%,17.6
https://flexikitch.com.au/products/eswood-sw400-smartwash-warewasher-400x400mm-rack-w-drainpump,3,971,0.31%,30.4
https://flexikitch.com.au/products/robot-coupe-power-mixers-large-range-mp-450-ultra,3,964,0.31%,26.5
https://flexikitch.com.au/products/bromic-upright-display-freezer-with-lightbox-flat-glass-door-300l-uf0374ls,3,961,0.31%,24.46
https://flexikitch.com.au/products/fiorenzato-f5-auto-coffee-grinder-doser,3,941,0.32%,15.19
https://flexikitch.com.au/collections/benchtop-display-ice-cream,3,904,0.33%,32.46
https://flexikitch.com.au/products/unox-speed-oven-xesr-03hs-eddn-speed-pro,3,885,0.34%,13.02
https://flexikitch.com.au/products/merrychef-e2s-hp-rapid-high-speed-cook-oven-silver,3,863,0.35%,25.24
https://flexikitch.com.au/products/anvil-waffle-baker-double,3,858,0.35%,31.24
https://flexikitch.com.au/collections/deli-display-square-glass-retail-supermarket-refrigeration-serve-over-deli-display-cases,3,857,0.35%,42.21
https://flexikitch.com.au/products/turbochef-high-speed-conveyor-pizza-oven-48-single-belt-20-chamber-opening-sptc-hhc-2020-v,3,856,0.35%,14.81
https://flexikitch.com.au/products/winterhalter-pt-cutlery-washers-pt-m-energy-c-w,3,826,0.36%,33.42
https://flexikitch.com.au/products/hobart-ecomax-504-undercounter-glass-dishwasher,3,814,0.37%,13.55
https://flexikitch.com.au/products/woodson-double-pan-fryers-w-frt80,3,784,0.38%,18.67
https://flexikitch.com.au/products/topaz-top-mount-one-door-upright-storage-refrigerator-htg1ss,3,735,0.41%,51.77
https://flexikitch.com.au/products/zanussi-electric-800mm-4-hot-square-plate-boiling-top-with-electric-static-oven,3,722,0.42%,24.32
https://flexikitch.com.au/collections/meiko-dishwasher-free-installation-deal,3,690,0.43%,17.88
https://flexikitch.com.au/products/panasonic-40-cup-rice-cooker-sr-ga721f,3,677,0.44%,16.82
https://flexikitch.com.au/products/slayer-espresso-single-group,3,676,0.44%,22.68
https://flexikitch.com.au/products/puqpress-m2-gen-5-black-mythos-58-3mm-3-003-0200-1,3,666,0.45%,19.92
https://flexikitch.com.au/products/airex-double-door-upright-freezer-storage-axf-urgn-2-to-suit-2-1gn,3,653,0.46%,26.58
https://flexikitch.com.au/collections/wok-triple-burner-cooking-equipment-asian-cooking,3,637,0.47%,34.65
https://flexikitch.com.au/products/victoria-arduino-black-eagle-2-group-gravimetric-coffee-machine,3,634,0.47%,16.68
https://flexikitch.com.au/products/king-edward-kee-pb2-potato-oven,3,633,0.47%,14.59
https://flexikitch.com.au/products/eswood-es32dp-automatic-passthrough-warewasher-w-drain-pump,3,629,0.48%,25.65
https://flexikitch.com.au/products/compact-dual-bench-mount-pre-rinse-with-12-pot-filler-t-3m53058-c,3,612,0.49%,12.38
https://flexikitch.com.au/products/bromic-under-bench-storage-fridge-138l-single-door-stainless-steel-ubc0140sd-nr,3,609,0.49%,16.34
https://flexikitch.com.au/collections/combination-cooktops-cooking-equipment-cook-tops,3,576,0.52%,37.99
https://flexikitch.com.au/products/eswood-undercounter-dishwasher-uc25n,3,555,0.54%,25.59
https://flexikitch.com.au/pages/equipment-return-zooe-d81q,3,554,0.54%,26.18
https://flexikitch.com.au/products/acm-evolve-espresso-coffee-machine-2-group,3,522,0.57%,12.23
https://flexikitch.com.au/products/sammic-juicemaster-professional-s42-8-juicer,3,518,0.58%,11.68
https://flexikitch.com.au/products/blast-chiller-120kg-roll-in-blast-chiller-freezer-combi-trolley-compatible-wmbcf120c,3,517,0.58%,25.99
https://flexikitch.com.au/products/trueheat-rcb6-ng-600mm-char-grill-stand,3,514,0.58%,16.15
https://flexikitch.com.au/products/la-marzocco-gs3-av-1-group-coffee-machine,3,506,0.59%,25.41
https://flexikitch.com.au/products/anvil-double-pan-fryer-with-lids,3,503,0.6%,26.48
https://flexikitch.com.au/products/goldstein-305x20mm-griddle-4-burner-gas-cooktop-pfb24g4,3,495,0.61%,23.63
https://flexikitch.com.au/products/aht-acw-914mm-wide-low-height-open-face-refrigerated-display,3,483,0.62%,41.58
https://flexikitch.com.au/products/austune-1-door-upright-chiller,3,481,0.62%,10.58
https://flexikitch.com.au/products/coldline-w5u-modi-up-5-tray-blast-chiller,3,478,0.63%,6.88
